"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","Growth.Indicator","Enrollment","Value","Tuition_Av","FX_Rate"
"2019","China","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",2350,1.29,21750,8.825
"2019","China","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",50,5.95,21750,8.825
"2019","China","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",50,1.29,21750,8.825
"2019","China","The University of Stirling","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",4700,5.95,16000,8.825
"2019","China","The University of Stirling","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",4700,1.29,16000,8.825
"2019","China","The University of Stirling","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",100,5.95,16000,8.825
"2019","China","The University of Stirling","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",100,1.29,16000,8.825
"2019","China","The University of Strathclyde","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",9150,5.95,16000,8.825
"2019","China","The University of Strathclyde","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",9150,1.29,16000,8.825
"2019","China","The University of Strathclyde","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,16000,8.825
"2019","China","The University of Strathclyde","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,16000,8.825
"2019","China","The University of the West of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",300,5.95,14625,8.825
"2019","China","The University of the West of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",300,1.29,14625,8.825
"2019","China","The University of the West of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,14625,8.825
"2019","China","The University of the West of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,14625,8.825
"2019","China","University of the Highlands and Islands","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,13875,8.825
"2019","China","University of the Highlands and Islands","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,13875,8.825
"2019","China","University of the Highlands and Islands","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.95,13875,8.825
"2019","China","University of the Highlands and Islands","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,1.29,13875,8.825
"2019","Gambia","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,14875,64.8716666666667
"2019","Gambia","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,14875,64.8716666666667
"2019","Gambia","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,14875,64.8716666666667
"2019","Gambia","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,14875,64.8716666666667
"2019","Gambia","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,16500,64.8716666666667
"2019","Gambia","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,16500,64.8716666666667
"2019","Gambia","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,16500,64.8716666666667
"2019","Gambia","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,16500,64.8716666666667
"2019","Gambia","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,16375,64.8716666666667
"2019","Gambia","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,16375,64.8716666666667
"2019","Gambia","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,16375,64.8716666666667
"2019","Gambia","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,16375,64.8716666666667
"2019","Gambia","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,20500,64.8716666666667
"2019","Gambia","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,20500,64.8716666666667
"2019","Gambia","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,20500,64.8716666666667
"2019","Gambia","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,20500,64.8716666666667
"2019","Gambia","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,19750,64.8716666666667
"2019","Gambia","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,19750,64.8716666666667
"2019","Gambia","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,19750,64.8716666666667
"2019","Gambia","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,19750,64.8716666666667
"2019","Gambia","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,15625,64.8716666666667
"2019","Gambia","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,15625,64.8716666666667
"2019","Gambia","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,15625,64.8716666666667
"2019","Gambia","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,15625,64.8716666666667
"2019","Gambia","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,16375,64.8716666666667
"2019","Gambia","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,16375,64.8716666666667
"2019","Gambia","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,16375,64.8716666666667
"2019","Gambia","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,16375,64.8716666666667
"2019","Gambia","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,21750,64.8716666666667
"2019","Gambia","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,21750,64.8716666666667
"2019","Gambia","Royal Conservatoire of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,21750,64.8716666666667
"2019","Gambia","Royal Conservatoire of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,21750,64.8716666666667
"2019","Gambia","The University of Dundee","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,6.22,18000,64.8716666666667
"2019","Gambia","The University of Dundee","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,6.25,18000,64.8716666666667
"2019","Gambia","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,6.22,18000,64.8716666666667
"2019","Gambia","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,6.25,18000,64.8716666666667
"2019","Gambia","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,19250,64.8716666666667
"2019","Gambia","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,19250,64.8716666666667
"2019","Gambia","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,19250,64.8716666666667
"2019","Gambia","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,19250,64.8716666666667
"2019","Gambia","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,16500,64.8716666666667
"2019","Gambia","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,16500,64.8716666666667
"2019","Gambia","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,16500,64.8716666666667
"2019","Gambia","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,16500,64.8716666666667
"2019","Gambia","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,21750,64.8716666666667
"2019","Gambia","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,21750,64.8716666666667
"2019","Gambia","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,6.22,21750,64.8716666666667
"2019","Gambia","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,6.25,21750,64.8716666666667
